titulo,ano,diretor,duracao,cor,generos,pais,classificacao,orcamento,receita,nota_imdb,likes_facebook,ator_1,ator_2,ator_3
The Conjuring 2,2016,James Wan,134,Color,Horror|Mystery|Thriller,USA,A partir de 18 anos,40000000,102310175,7.8,40000,Javier Botet,Frances O'Connor,Robin Atkin Downes
Ride Along 2,2016,Tim Story,102,Color,Action|Comedy,USA,A partir de 13 anos,40000000,90835030,5.9,0,Olivia Munn,Nadine Velazquez,Bruce McGill
The 5th Wave,2016,J Blakeson,112,Color,Action|Adventure|Sci-Fi|Thriller,USA,A partir de 13 anos,38000000,34912982,5.2,14000,Chloë Grace Moretz,Maggie Siff,Nick Robinson
How to Be Single,2016,Christian Ditter,110,Color,Comedy|Romance,USA,A partir de 18 anos,38000000,46813366,6.1,15000,Alison Brie,Damon Wayans Jr.,Nicholas Braun
Neighbors 2: Sorority Rising,2016,Nicholas Stoller,92,Color,Comedy,USA,A partir de 18 anos,35000000,55291815,6,0,Chloë Grace Moretz,Ike Barinholtz,Kiersey Clemons
Ghostbusters,2016,Paul Feig,116,Color,Action|Comedy|Fantasy|Sci-Fi,USA,A partir de 13 anos,144000000,118099659,5.5,62000,Ed Begley Jr.,Kate McKinnon,Zach Woods
Sausage Party,2016,Greg Tiernan,89,Color,Adventure|Animation|Comedy|Fantasy,USA,A partir de 18 anos,19000000,NA,7.5,13000,James Franco,Salma Hayek,Anders Holm
The Boss,2016,Ben Falcone,99,Color,Comedy,USA,A partir de 18 anos,29000000,63034755,5.3,0,Peter Dinklage,Tyler Labine,Ben Falcone
Pride and Prejudice and Zombies,2016,Burr Steers,108,Color,Action|Horror|Romance,USA,A partir de 13 anos,28000000,10907291,5.8,73000,Matt Smith,Bella Heathcote,Sam Riley
Money Monster,2016,Jodie Foster,98,Color,Crime|Drama|Thriller,USA,A partir de 18 anos,27000000,41008532,6.7,0,Julia Roberts,Jack O'Connell,Chris Bauer
Jane Got a Gun,2016,Gavin O'Connor,98,Color,Action|Drama|Western,USA,A partir de 18 anos,25000000,1512815,5.8,0,Natalie Portman,Noah Emmerich,Boyd Holbrook
Bad Moms,2016,Jon Lucas,100,Color,Comedy,USA,A partir de 18 anos,20000000,55461307,6.7,18000,Mila Kunis,Jay Hernandez,Jada Pinkett Smith
Risen,2016,Kevin Reynolds,107,Color,Action|Adventure|Drama|Mystery,USA,A partir de 13 anos,20000000,36874745,6.3,21000,Peter Firth,Jan Cornet,María Botto
Nerve,2016,Henry Joost,96,Color,Adventure|Crime|Mystery|Sci-Fi|Thriller,USA,A partir de 13 anos,20000000,28876924,7.1,0,Samira Wiley,Marc John Jefferies,Emily Meade
Triple 9,2016,John Hillcoat,115,Color,Action|Crime|Drama|Thriller,USA,A partir de 18 anos,20000000,12626905,6.3,0,Kate Winslet,Norman Reedus,Clifton Collins Jr.
Fight Valley,2016,Rob Hawk,90,Color,Action|Drama,USA,Outros,27000000,NA,5,1000,Kari J. Kramer,Erin O'Brien,Cabrina Collesides
Indignation,2016,James Schamus,110,Color,Drama,USA,A partir de 18 anos,NA,560512,7.8,599,Logan Lerman,Sarah Gadon,Tracy Letts
My Big Fat Greek Wedding 2,2016,Kirk Jones,94,Color,Comedy|Family|Romance,USA,A partir de 13 anos,18000000,59573085,6.1,19000,Nia Vardalos,Louis Mandylor,Joey Fatone
Restoration,2016,Zack Ward,92,Color,Horror,USA,Outros,NA,NA,4,378,Zack Ward,Anna Harr,James Cullen Bressack
I Am Wrath,2016,Chuck Russell,92,Color,Action|Crime|Drama|Thriller,USA,A partir de 18 anos,18000000,NA,5.2,0,Sam Trammell,Rebecca De Mornay,Amanda Schull
The Young Messiah,2016,Cyrus Nowrasteh,111,Color,Drama,USA,A partir de 13 anos,18500000,6462576,5.4,0,Clive Russell,Vincent Walsh,Finn Ireland
Bad Moms,2016,Jon Lucas,100,Color,Comedy,USA,A partir de 18 anos,20000000,55461307,6.7,18000,Mila Kunis,Jay Hernandez,Jada Pinkett Smith
Ben-Hur,2016,Timur Bekmambetov,141,Color,Adventure|Drama|History,USA,A partir de 13 anos,100000000,NA,6.1,0,Morgan Freeman,Ayelet Zurer,Moises Arias
Keanu,2016,Peter Atencio,100,Color,Action|Comedy,USA,A partir de 18 anos,15000000,20566327,6.4,0,Nia Long,Will Forte,Keegan-Michael Key
Miracles from Heaven,2016,Patricia Riggen,109,Color,Drama,USA,Livre,13000000,61693523,6.8,16000,Jennifer Garner,Brighton Sharbino,Martin Henderson
The Shallows,2016,Jaume Collet-Serra,86,Color,Drama|Horror|Thriller,USA,A partir de 13 anos,17000000,54257433,6.8,0,Óscar Jaenada,Brett Cullen,Sedona Legge
Dirty Grandpa,2016,Dan Mazer,109,Color,Comedy,USA,A partir de 18 anos,11500000,35537564,6,11000,Robert De Niro,Zoey Deutch,Jason Mantzoukas
Misconduct,2016,Shintaro Shimosawa,106,Color,Drama|Thriller,USA,A partir de 18 anos,11000000,NA,5.3,0,Al Pacino,Anthony Hopkins,Glen Powell
The Boy,2016,William Brent Bell,97,Color,Horror|Mystery|Thriller,USA,A partir de 13 anos,10000000,35794166,6,20000,Lauren Cohan,Rupert Evans,Stephanie Lemelin
Pete's Dragon,2016,David Lowery,102,Color,Adventure|Family|Fantasy,USA,Livre,65000000,NA,7.3,21000,Bryce Dallas Howard,Oona Laurence,Isiah Whitlock Jr.
The Forest,2016,Jason Zada,93,Color,Horror|Mystery|Thriller,USA,A partir de 13 anos,10000000,26583369,4.8,10000,Eoin Macken,Stephanie Vogt,Gen Seto
Kicks,2016,Justin Tipping,80,Color,Adventure,USA,A partir de 18 anos,NA,NA,7.8,240,Tina Gilton,Natalie Stephany Aguilar,Justin Hall
Mr. Church,2016,Bruce Beresford,104,Color,Drama,USA,A partir de 13 anos,8000000,NA,8,205,Mckenna Grace,Lucy Fry,Natalie Coughlin
Code of Honor,2016,Michael Winnick,106,Color,Action,USA,A partir de 18 anos,8000000,NA,4.2,689,Scott Takeda,Helena Mattsson,Craig Sheffer
10 Cloverfield Lane,2016,Dan Trachtenberg,104,Color,Drama|Horror|Mystery|Sci-Fi|Thriller,USA,A partir de 13 anos,15000000,71897215,7.3,33000,Bradley Cooper,John Gallagher Jr.,Sumalee Montano
Lights Out,2016,David F. Sandberg,81,Color,Horror,USA,A partir de 13 anos,4900000,56536016,6.9,0,Billy Burke,Amiah Miller,Gabriel Bateman
Fifty Shades of Black,2016,Michael Tiddes,92,Color,Comedy,USA,A partir de 18 anos,5000000,11675178,3.5,11000,Fred Willard,Mike Epps,Russell Peters
The Perfect Match,2016,Bille Woodruff,96,Color,Comedy|Romance,USA,A partir de 18 anos,5000000,9658370,4.5,740,Donald Faison,Brandy Norwood,Lauren London
Yoga Hosers,2016,Kevin Smith,88,Color,Comedy|Fantasy|Horror|Thriller,USA,A partir de 13 anos,5000000,NA,4.8,0,Johnny Depp,Haley Joel Osment,Natasha Lyonne
The Veil,2016,Phil Joanou,93,Color,Horror,USA,A partir de 18 anos,4000000,NA,4.7,0,Lily Rabe,Shannon Woodward,Kira McLean
Ben-Hur,2016,Timur Bekmambetov,141,Color,Adventure|Drama|History,USA,A partir de 13 anos,100000000,NA,6,0,Morgan Freeman,Ayelet Zurer,Moises Arias
Antibirth,2016,Danny Perez,94,Color,Horror,USA,Outros,3500000,NA,6.3,89,Natasha Lyonne,Emmanuel Kabongo,Mark Webber
A Beginner's Guide to Snuff,2016,Mitchell Altieri,87,Color,Comedy|Horror|Thriller,USA,Outros,NA,NA,8.7,8,Kimberley Crossman,Luke Edwards,Bree Williamson
Cabin Fever,2016,Travis Zariwny,99,Color,Horror,USA,Outros,NA,NA,3.7,2000,Dustin Ingram,Gage Golightly,Samuel Davis
Kickboxer: Vengeance,2016,John Stockwell,90,NA,Action,USA,Outros,17000000,NA,9.1,0,Matthew Ziff,T.J. Storm,Sam Medina
The Dog Lover,2016,Alex Ranarivelo,101,Color,Drama,USA,Livre,2000000,NA,4.8,724,Lea Thompson,Christina Moore,Cullen Douglas
God's Not Dead 2,2016,Harold Cronk,120,Color,Drama,USA,Livre,5000000,20773070,3.4,0,Benjamin A. Onyango,Robin Givens,Maria Canals-Barrera
Fight to the Finish,2016,Warren Sheppard,94,Color,Action|Romance|Sport,USA,A partir de 13 anos,150000,NA,4,381,Jennifer Hale,Randy Jay Burrell,Vincent De Paul
Alleluia! The Devil's Carnival,2016,Darren Lynn Bousman,97,Color,Horror|Musical,USA,Outros,500000,NA,7.4,707,Paul Sorvino,Barry Bostwick,Terrance Zdunich
Rodeo Girl,2016,Joel Paul Reisig,108,Color,Family,USA,Livre,500000,NA,5.7,0,Carrie Bradstreet,Joel Paul Reisig,Yassie Hawkes
The Little Ponderosa Zoo,2016,Luke Dye,84,Color,Family,USA,Outros,500000,NA,5.2,9,Mike Stanley,Jeff Delaney,Jamison Stalsworth
The Birth of a Nation,2016,Nate Parker,120,Color,Biography|Drama,USA,A partir de 18 anos,10000000,NA,5.4,0,Jason Stuart,Nate Parker,Aunjanue Ellis
