titulo,ano,diretor,duracao,cor,generos,pais,classificacao,orcamento,receita,nota_imdb,likes_facebook,ator_1,ator_2,ator_3
The Last Witch Hunter,2015,Breck Eisner,106,Color,Action|Adventure|Fantasy,USA,A partir de 13 anos,90000000,27356090,6,21000,Vin Diesel,Joseph Gilgun,Lotte Verbeek
The Man from U.N.C.L.E.,2015,Guy Ritchie,116,Color,Action|Adventure|Comedy,USA,A partir de 13 anos,75000000,45434443,7.3,43000,Henry Cavill,Elizabeth Debicki,Christian Berkel
Minions,2015,Kyle Balda,91,Color,Action|Animation|Comedy|Family|Sci-Fi,USA,Livre,74000000,336029560,6.4,70000,Steve Carell,Jon Hamm,Steve Coogan
The SpongeBob Movie: Sponge Out of Water,2015,Paul Tibbitt,92,Color,Adventure|Animation|Comedy|Family|Fantasy,USA,Livre,74000000,162495848,6,16000,Tim Conway,Billy West,Eddie Deezen
Blackhat,2015,Michael Mann,133,Color,Action|Crime|Drama|Mystery|Thriller,USA,A partir de 18 anos,70000000,7097125,5.4,11000,Chris Hemsworth,Archie Kao,Brandon Molale
Ted 2,2015,Seth MacFarlane,125,Color,Comedy,USA,A partir de 18 anos,68000000,81257500,6.4,30000,Liam Neeson,Morgan Freeman,Seth MacFarlane
Focus,2015,Glenn Ficarra,105,Color,Comedy|Crime|Drama|Romance,USA,A partir de 18 anos,50100000,53846915,6.6,23000,Will Smith,Adrian Martinez,Gerald McRaney
The Hateful Eight,2015,Quentin Tarantino,187,Color,Crime|Drama|Mystery|Thriller|Western,USA,A partir de 18 anos,44000000,54116191,7.9,114000,Craig Stark,Jennifer Jason Leigh,Zoë Bell
The Scorch Trials,2015,Wes Ball,132,Color,Action|Sci-Fi|Thriller,USA,A partir de 13 anos,61000000,81687587,6.4,24000,Ki Hong Lee,Lili Taylor,Rosa Salazar
Joy,2015,David O. Russell,124,Color,Biography|Comedy|Drama,USA,A partir de 13 anos,60000000,56443482,6.6,24000,Jennifer Lawrence,Robert De Niro,Bradley Cooper
Goosebumps,2015,Rob Letterman,103,Color,Adventure|Comedy|Family|Fantasy|Horror,USA,Livre,58000000,80021740,6.4,35000,Odeya Rush,Dylan Minnette,Ken Marino
The Ridiculous 6,2015,Frank Coraci,119,Color,Comedy|Western,USA,Outros,NA,NA,4.9,0,Taylor Lautner,Adam Sandler,Jon Lovitz
Black Mass,2015,Scott Cooper,123,Color,Biography|Crime|Drama,USA,A partir de 18 anos,53000000,62563543,7,44000,Johnny Depp,Benedict Cumberbatch,Adam Scott
Daddy's Home,2015,Sean Anders,96,Color,Comedy|Family,USA,A partir de 13 anos,50000000,150315155,6.1,13000,Will Ferrell,Linda Cardellini,Mark L. Young
Run All Night,2015,Jaume Collet-Serra,114,Color,Action|Crime|Drama|Thriller,USA,A partir de 18 anos,50000000,26442251,6.6,15000,Liam Neeson,Common,Bruce McGill
Chappie,2015,Neill Blomkamp,120,Color,Action|Crime|Drama|Sci-Fi|Thriller,USA,A partir de 18 anos,49000000,31569268,6.9,67000,Hugh Jackman,Sharlto Copley,Jose Pablo Cantillo
Victor Frankenstein,2015,Paul McGuigan,110,Color,Drama|Horror|Sci-Fi|Thriller,USA,A partir de 13 anos,40000000,5773519,6,11000,Daniel Radcliffe,Spencer Wilding,Daniel Mays
Fifty Shades of Grey,2015,Sam Taylor-Johnson,129,Color,Drama|Romance,USA,A partir de 18 anos,40000000,166147885,4.1,101000,Jennifer Ehle,Luke Grimes,Callum Rennie
Get Hard,2015,Etan Cohen,107,Color,Comedy|Crime,USA,A partir de 18 anos,40000000,90353764,6,14000,Will Ferrell,Alison Brie,Craig T. Nelson
The Intern,2015,Nancy Meyers,121,Color,Comedy|Drama,USA,A partir de 13 anos,35000000,75274748,7.2,54000,Robert De Niro,Anne Hathaway,Rene Russo
Bridge of Spies,2015,Steven Spielberg,142,Color,Drama|History|Thriller,USA,A partir de 13 anos,40000000,72306065,7.6,55000,Tom Hanks,Mark Rylance,Amy Ryan
Victor Frankenstein,2015,Paul McGuigan,110,Color,Drama|Horror|Sci-Fi|Thriller,USA,A partir de 13 anos,40000000,5773519,6,11000,Daniel Radcliffe,Spencer Wilding,Daniel Mays
The Gunman,2015,Pierre Morel,115,Color,Action|Crime|Drama|Mystery|Thriller,USA,A partir de 18 anos,40000000,10640645,5.8,0,Ray Winstone,Mark Rylance,Jasmine Trinca
Paul Blart: Mall Cop 2,2015,Andy Fickman,94,Color,Action|Comedy|Crime,USA,Livre,30000000,71038190,4.4,8000,D.B. Woodside,Daniella Alonso,Eduardo Verástegui
Creed,2015,Ryan Coogler,133,Color,Drama|Sport,USA,A partir de 13 anos,35000000,109712885,7.7,70000,Sylvester Stallone,Phylicia Rashad,Graham McTavish
Aloha,2015,Cameron Crowe,105,Color,Comedy|Drama|Romance,USA,A partir de 13 anos,37000000,20991497,5.4,11000,Emma Stone,Bradley Cooper,Bill Murray
Heist,2015,Scott Mann,93,Color,Action|Crime|Thriller,USA,A partir de 18 anos,19000000,NA,6.1,0,Robert De Niro,Joshua Mikel,D.B. Sweeney
Hot Pursuit,2015,Anne Fletcher,87,Color,Action|Comedy|Crime,USA,A partir de 13 anos,35000000,34507079,5.1,0,Jim Gaffigan,Richard T. Jones,Michael Mosley
The Walk,2015,Robert Zemeckis,123,Color,Adventure|Biography|Drama|Thriller,USA,Livre,35000000,10137502,7.4,24000,Joseph Gordon-Levitt,Soleyman Pierini,Jade Kindar-Martin
Unfinished Business,2015,Ken Scott,91,Color,Comedy,USA,A partir de 18 anos,35000000,10214013,5.4,0,Tom Wilkinson,June Diane Raphael,Melissa McMeekin
The Longest Ride,2015,George Tillman Jr.,128,Color,Drama|Romance,USA,A partir de 13 anos,34000000,37432299,7.1,23000,Tiago Riani,Melissa Benoist,Hayley Lovitt
Vacation,2015,John Francis Daley,99,Color,Adventure|Comedy,USA,A partir de 18 anos,31000000,58879132,6.1,28000,Chris Hemsworth,Norman Reedus,Beverly D'Angelo
Sicario,2015,Denis Villeneuve,121,Color,Action|Crime|Drama|Mystery|Thriller,USA,A partir de 18 anos,30000000,46875468,7.6,59000,Edgar Arreola,Bernardo Saracino,Daniel Kaluuya
Southpaw,2015,Antoine Fuqua,124,Color,Drama|Sport,USA,A partir de 18 anos,30000000,52418902,7.5,44000,Jake Gyllenhaal,50 Cent,Oona Laurence
The Age of Adaline,2015,Lee Toland Krieger,112,Color,Drama|Fantasy|Romance,USA,A partir de 13 anos,25000000,42478175,7.2,34000,Harrison Ford,Michiel Huisman,Ellen Burstyn
Wild Card,2015,Simon West,92,Color,Action|Crime|Drama|Thriller,USA,A partir de 18 anos,30000000,NA,5.6,0,Jason Statham,Michael Angarano,Jason Alexander
Pitch Perfect 2,2015,Elizabeth Banks,115,Color,Comedy|Music,USA,A partir de 13 anos,29000000,183436380,6.5,40000,Anna Kendrick,Birgitte Hjort Sørensen,Hana Mae Lee
Straight Outta Compton,2015,F. Gary Gray,167,Color,Biography|Crime|Drama|History|Music,USA,A partir de 18 anos,28000000,161029270,7.9,76000,Aldis Hodge,Neil Brown Jr.,R. Marcos Taylor
The Big Short,2015,Adam McKay,130,Color,Biography|Comedy|Drama|History,USA,A partir de 18 anos,28000000,70235322,7.8,99000,Ryan Gosling,Christian Bale,Charlie Talbert
Our Brand Is Crisis,2015,David Gordon Green,107,Color,Comedy|Drama,USA,A partir de 18 anos,28000000,6998324,6.1,0,Dominic Flores,Zoe Kazan,Scoot McNairy
Accidental Love,2015,David O. Russell,100,Color,Comedy|Romance,USA,A partir de 13 anos,26000000,NA,4,0,Jake Gyllenhaal,Kirstie Alley,Beverly D'Angelo
Self/less,2015,Tarsem Singh,117,Color,Action|Mystery|Sci-Fi|Thriller,USA,A partir de 13 anos,26000000,12276810,6.5,11000,Ryan Reynolds,Derek Luke,Sandra Ellis Lafferty
Point Break,2015,Ericson Core,114,Color,Action|Crime|Sport|Thriller,USA,A partir de 13 anos,105000000,28772222,5.3,37000,Ray Winstone,Edgar Ramírez,Delroy Lindo
Victor Frankenstein,2015,Paul McGuigan,110,Color,Drama|Horror|Sci-Fi|Thriller,USA,A partir de 13 anos,40000000,5773519,6,11000,Daniel Radcliffe,Spencer Wilding,Daniel Mays
Max,2015,Boaz Yakin,111,Color,Adventure|Family,USA,Livre,20000000,42652003,6.8,33000,Jay Hernandez,Joseph Julian Soria,Edgar Arreola
Spotlight,2015,Tom McCarthy,128,Color,Biography|Crime|Drama|History,USA,A partir de 18 anos,20000000,44988180,8.1,80000,Billy Crudup,Jamey Sheridan,Brian d'Arcy James
Secret in Their Eyes,2015,Billy Ray,111,Color,Crime|Drama|Mystery|Thriller,USA,A partir de 13 anos,19500000,NA,6.2,0,Julia Roberts,Michael Kelly,Joe Cole
Burnt,2015,John Wells,101,Color,Comedy|Drama,USA,A partir de 18 anos,20000000,13650738,6.6,25000,Bradley Cooper,Omar Sy,Riccardo Scamarcio
Courage,2015,Angelo Pizzo,118,Color,Biography|Drama|Sport,USA,Livre,20000000,2246000,7,0,Donny Boaz,Finn Wittrock,Brent Anderson
By the Sea,2015,Angelina Jolie Pitt,122,Color,Drama|Romance,USA,A partir de 18 anos,10000000,531009,5.3,0,Brad Pitt,Angelina Jolie Pitt,Melvil Poupaud
Survivor,2015,James McTeigue,96,Color,Action|Crime|Thriller,USA,A partir de 13 anos,20000000,NA,5.6,0,Milla Jovovich,Roger Rees,Robert Forster
Love the Coopers,2015,Jessie Nelson,107,Color,Comedy,USA,A partir de 13 anos,17000000,26284475,5.7,0,Olivia Wilde,Alex Borstein,Timothée Chalamet
"McFarland, USA",2015,Niki Caro,129,Color,Biography|Drama|Sport,USA,Livre,17000000,44469602,7.4,21000,Morgan Saylor,Valente Rodriguez,Diana Maria Riva
Krampus,2015,Michael Dougherty,98,Color,Comedy|Fantasy|Horror,USA,A partir de 13 anos,15000000,42592530,6.2,27000,Adam Scott,Conchata Ferrell,Allison Tolman
Aloha,2015,Cameron Crowe,105,Color,Comedy|Drama|Romance,USA,A partir de 13 anos,37000000,20991497,5.4,11000,Emma Stone,Bradley Cooper,Bill Murray
Magic Mike XXL,2015,Gregory Jacobs,115,Color,Comedy|Drama|Music,USA,A partir de 18 anos,14800000,66009973,5.7,41000,Matt Bomer,Channing Tatum,Kevin Nash
Broken Horses,2015,Vidhu Vinod Chopra,101,Color,Action|Crime|Drama|Mystery|Thriller,USA,A partir de 18 anos,15000000,NA,5.7,0,María Valverde,Chris Marquette,Chad Bishop
Hot Tub Time Machine 2,2015,Steve Pink,99,Color,Comedy|Sci-Fi,USA,A partir de 18 anos,14000000,12282677,5.1,0,Adam Scott,Gillian Jacobs,Collette Wolfe
The Vatican Tapes,2015,Mark Neveldine,91,Color,Horror|Thriller,USA,A partir de 13 anos,8495000,1712111,4.5,0,Djimon Hounsou,Alison Lohman,Dougray Scott
Paper Towns,2015,Jake Schreier,109,Color,Drama|Mystery|Romance,USA,A partir de 13 anos,12000000,31990064,6.4,0,Nat Wolff,Cara Delevingne,Meg Crosbie
Project Almanac,2015,Dean Israelite,106,Color,Sci-Fi|Thriller,USA,A partir de 13 anos,12000000,22331028,6.4,0,Gary Weeks,Jonny Weston,Sofia Black-D'Elia
Home,2015,Tim Johnson,94,Color,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,USA,Livre,135000000,177343675,6.7,26000,Jim Parsons,Matt Jones,April Winchell
10 Days in a Madhouse,2015,Timothy Hines,111,Color,Drama,USA,A partir de 18 anos,12000000,14616,7.5,26000,Christopher Lambert,Kelly LeBrock,Alexandra Callas
Dancin' It's On,2015,David Winters,89,Color,Family|Musical,USA,Livre,12000000,NA,2.8,634,Gary Daniels,Matt Marr,Ginger Jensen
Sinister 2,2015,Ciarán Foy,97,Color,Horror|Mystery|Thriller,USA,A partir de 18 anos,10000000,27736779,5.2,13000,Laila Haley,James Ransone,Jaden Klein
The Gift,2015,Joel Edgerton,108,Color,Mystery|Thriller,USA,A partir de 18 anos,5000000,43771291,7.1,15000,Busy Philipps,Allison Tolman,Wendell Pierce
Danny Collins,2015,Dan Fogelman,106,Color,Comedy|Drama|Music,USA,A partir de 18 anos,10000000,5348317,7.1,0,Al Pacino,Jennifer Garner,Melissa Benoist
Re-Kill,2015,Valeri Milev,88,Color,Action|Horror,USA,A partir de 18 anos,9500000,NA,5.1,898,Daniella Alonso,Roger Cross,Jesse Garcia
Into the Grizzly Maze,2015,David Hackl,94,NA,Action|Horror|Thriller,USA,A partir de 18 anos,10000000,NA,5.3,0,Scott Glenn,Michaela McManus,Luisa D'Oliveira
Heist,2015,Scott Mann,93,Color,Action|Crime|Thriller,USA,A partir de 18 anos,19000000,NA,6.1,0,Robert De Niro,Joshua Mikel,D.B. Sweeney
The DUFF,2015,Ari Sandel,101,Color,Comedy,USA,A partir de 13 anos,8500000,34017854,6.5,8000,Bella Thorne,Romany Malco,Skyler Samuels
Anomalisa,2015,Duke Johnson,90,Color,Animation|Comedy|Drama|Romance,USA,A partir de 18 anos,8000000,3442820,7.3,0,Jennifer Jason Leigh,Tom Noonan,David Thewlis
Dope,2015,Rick Famuyiwa,103,Color,Comedy|Crime|Drama,USA,A partir de 18 anos,7000000,17474107,7.3,23000,Kimberly Elise,Rick Fox,Kiersey Clemons
Freeheld,2015,Peter Sollett,103,Color,Biography|Drama|Romance,USA,A partir de 13 anos,7000000,532988,6.5,0,Steve Carell,Josh Charles,Luke Grimes
Criminal Activities,2015,Jackie Earle Haley,94,Color,Crime|Drama|Thriller,USA,Outros,7000000,NA,5.8,0,Rex Baker,Edi Gathegi,Travis Aaron Wade
Goddess of Love,2015,Jon Knautz,93,Color,Drama|Horror|Mystery|Thriller,USA,Outros,NA,NA,5.4,84,Rachel Alig,Monda Scott,Alexis Kendra
The Gift,2015,Joel Edgerton,108,Color,Mystery|Thriller,USA,A partir de 18 anos,5000000,43771291,7.1,15000,Busy Philipps,Allison Tolman,Wendell Pierce
The Lazarus Effect,2015,David Gelb,83,Color,Horror|Sci-Fi|Thriller,USA,A partir de 13 anos,3300000,25799043,5.2,0,Olivia Wilde,Mark Duplass,Donald Glover
No Escape,2015,John Erick Dowdle,103,Color,Action|Thriller,USA,A partir de 18 anos,5000000,27285953,6.8,16000,Sterling Jerins,Claire Geare,Sahajak Boonthanakit
90 Minutes in Heaven,2015,Michael Polish,121,Color,Drama,USA,A partir de 13 anos,5000000,4700361,4.6,0,Hayden Christensen,Bobby Batson,Cynthia Barrett
Green Room,2015,Jeremy Saulnier,95,Color,Crime|Horror|Music|Thriller,USA,A partir de 18 anos,5000000,3219029,7.1,10000,Alia Shawkat,Mark Webber,Joe Cole
The Visit,2015,M. Night Shyamalan,94,Color,Horror|Thriller,USA,A partir de 13 anos,5000000,65069140,6.2,27000,Ocean James,Patch Darragh,Olivia DeJonge
Area 51,2015,Oren Peli,91,Color,Horror|Sci-Fi|Thriller,USA,A partir de 18 anos,5000000,NA,4.2,0,Glenn Campbell,Sandra Staggs,Jelena Nik
Christmas Eve,2015,Mitch Davis,95,Color,Comedy,USA,Livre,NA,NA,5.1,0,Gary Cole,Jon Heder,Cheryl Hines
Running Forever,2015,Mike Mayhall,88,Color,Family,USA,Outros,5000000,NA,8.6,49,David Raizor,Cody Howard,Martin Kove
Navy Seals vs. Zombies,2015,Stanton Barrett,97,Color,Action|Horror,USA,Outros,NA,NA,3.4,0,Mikal Vega,Michael Dudikoff,Ed Quinn
R.L. Stine's Monsterville: The Cabinet of Souls,2015,Peter DeLuise,85,Color,Comedy,USA,Livre,4400000,NA,5.9,224,Katherine McNamara,Dove Cameron,Braeden Lemasters
Pan,2015,Joe Wright,111,Color,Adventure|Family|Fantasy,USA,Livre,150000000,34964818,5.8,24000,Hugh Jackman,Cara Delevingne,Nonso Anozie
Maggie,2015,Henry Hobson,95,Color,Drama|Horror,USA,A partir de 13 anos,8500000,131175,5.6,22000,Joely Richardson,J.D. Evermore,David A Cole
The Boy Next Door,2015,Rob Cohen,91,Color,Mystery|Thriller,USA,A partir de 18 anos,4000000,35385560,4.6,8000,Ryan Guzman,Hill Harper,Adam Hicks
Zipper,2015,Mora Stephens,103,Color,Drama|Thriller,USA,A partir de 18 anos,4500000,NA,5.7,987,Ray Winstone,Alexandra Breckenridge,Elena Satine
Chain of Command,2015,Kevin Carraway,88,Color,Action|Thriller,USA,A partir de 18 anos,5000000,NA,3.5,358,Michael Jai White,Max Ryan,Jon Osbeck
The Witch,2015,Robert Eggers,92,Color,Horror|Mystery,USA,A partir de 18 anos,3500000,25138292,6.8,43000,Julian Richings,Kate Dickie,Ralph Ineson
Time to Choose,2015,Charles Ferguson,100,Color,Documentary,USA,Outros,3500000,29233,7,121,Jane Goodall,Jerry Brown,Peter Agnefjall
Demonic,2015,Will Canon,83,Color,Horror|Thriller,USA,A partir de 18 anos,3000000,NA,5.3,0,Frank Grillo,Scott Mechlowicz,Aaron Yoo
AWOL-72,2015,Christian Sesma,82,Color,Thriller,USA,A partir de 18 anos,3000000,NA,3.9,398,Bokeem Woodbine,Brooke Newton,Brett Wagner
Cinderella,2015,Kenneth Branagh,105,Color,Drama|Family|Fantasy|Romance,USA,Livre,95000000,201148159,7,56000,Hayley Atwell,Derek Jacobi,Lily James
Close Range,2015,Isaac Florentine,80,Color,Action|Crime,USA,Outros,3000000,NA,4.9,968,Anthony L. Fernandez,Nick Chinlund,Scott Evans
Unnatural,2015,Hank Braxtan,89,Color,Action|Horror|Thriller,USA,A partir de 18 anos,3000000,NA,4,369,Q'orianka Kilcher,Gregory Cruz,Allegra Carpenter
Do You Believe?,2015,Jon Gunn,120,Color,Drama,USA,A partir de 13 anos,2300000,12985267,5.9,13000,Alexa PenaVega,Delroy Lindo,Madison Pettis
Mi America,2015,Robert Fontaine,125,Color,Crime|Drama,USA,A partir de 18 anos,2100000,3330,7.2,305,Michael Derek,Arturo Castro,Brad Lee Wind
Sharkskin,2015,Dan Perri,100,Color,Comedy|Drama|Mystery|Romance|Thriller,USA,Outros,2100000,NA,6.7,14,Travis Myers,David Proval,Carmen Argenziano
The Timber,2015,Anthony O'Brien,81,Color,Adventure|Drama|Western,USA,Outros,2100000,NA,5.5,380,James Ransone,Maria Doyle Kennedy,Shaun O'Hagan
Captive,2015,Jerry Jameson,97,Color,Crime|Drama|Thriller,USA,A partir de 13 anos,2000000,2557668,5.3,0,David Oyelowo,Leonor Varela,Sydelle Noel
The Diary of a Teenage Girl,2015,Marielle Heller,102,Color,Drama|Romance,USA,A partir de 18 anos,2000000,1477002,6.9,0,Alexander Skarsgård,David Fine,Austin Lyon
Stonewall,2015,Roland Emmerich,129,Color,Drama,USA,A partir de 18 anos,13500000,186354,4.5,0,Jeremy Irvine,Caleb Landry Jones,Matt Craven
Circle,2015,Aaron Hann,87,Color,Drama|Horror|Mystery|Sci-Fi|Thriller,USA,Outros,NA,NA,6,0,Jordi Vilasuso,Michael McLafferty,Kaiwi Lyman-Mersereau
The Walking Deceased,2015,Scott Dow,88,Color,Comedy|Horror,USA,A partir de 18 anos,1250000,NA,3.4,0,Trenton Rostedt,Wray Crawford,Dave Sheridan
The Curse of Downers Grove,2015,Derick Martini,89,Color,Drama|Horror|Mystery|Thriller,USA,Outros,2000000,NA,4.5,0,Kevin Zegers,Bella Heathcote,Tom Arnold
Shark Lake,2015,Jerry Dugan,92,Color,Thriller,USA,Outros,2000000,NA,3.4,728,Melissa Bolona,Michael Aaron Milligan,James Chalke
The Marine 4: Moving Target,2015,William Kaufman,90,Color,Action|Thriller,USA,A partir de 18 anos,1950000,NA,5.2,620,Paul McGillion,Mike 'The Miz' Mizanin,David Lewis
Brotherly Love,2015,Jamal Hill,89,Color,Drama,USA,A partir de 18 anos,1900000,444044,7.2,1000,Logan Browning,Adam Ratcliffe,Faizon Love
Road Hard,2015,Adam Carolla,98,Color,Comedy,USA,Outros,1500000,105943,6.1,212,Jay Mohr,Jim O'Heir,David Alan Grier
Me You and Five Bucks,2015,Jaime Zevallos,93,Color,Comedy|Drama|Romance,USA,Outros,1500000,NA,7.6,132,Angela Sarafyan,Jaime Zevallos,Michael Elian
Growing Up Smith,2015,Frank Lotito,102,Color,Comedy|Drama|Family,USA,A partir de 13 anos,2000000,NA,8.2,232,Brighton Sharbino,Jake Busey,Tim Guinee
Checkmate,2015,Timothy Woodward Jr.,97,Color,Action|Crime|Thriller,USA,Outros,1500000,NA,3.1,402,Katrina Law,Johnny Messner,Michael Paré
#Horror,2015,Tara Subkoff,101,Color,Drama|Horror|Mystery|Thriller,USA,Outros,1500000,NA,3.3,750,Timothy Hutton,Balthazar Getty,Lydia Hearst
Wind Walkers,2015,Russell Friedenberg,93,Color,Action|Horror|Thriller,USA,A partir de 18 anos,2000000,NA,3.6,135,Rudy Youngblood,Glen Powell,Kiowa Gordon
The Wicked Within,2015,Jay Alaimo,84,Color,Horror,USA,A partir de 18 anos,1200000,NA,4.6,479,William McNamara,Sabrina Carmichael,Patrick Muldoon
Bleeding Hearts,2015,Dylan Bank,100,Color,Horror,USA,Outros,1200000,NA,4.2,242,Seregon O'Dassey,Deirdre Lorenz,Dustin Diamond
Goosebumps,2015,Rob Letterman,103,Color,Adventure|Comedy|Family|Fantasy|Horror,USA,Livre,58000000,80021740,6.4,35000,Odeya Rush,Dylan Minnette,Ken Marino
Creative Control,2015,Benjamin Dickinson,97,Color,Drama|Sci-Fi,USA,A partir de 18 anos,1000000,62480,5.5,793,Nora Zehetner,Alexia Rasmussen,Meredith Hagner
Fear Clinic,2015,Robert Hall,95,Color,Horror,USA,A partir de 18 anos,1000000,NA,5.2,936,Angelina Armani,Kevin Gage,Fiona Dourif
The Horror Network Vol. 1,2015,Brian Dorton,97,Color,Horror,USA,Outros,3000000,NA,7.3,52,Javier Botet,Brian Dorton,Jan Cornet
American Hero,2015,Nick Love,86,Color,Action|Comedy|Drama|Sci-Fi,USA,Outros,990000,NA,4.9,549,Eddie Griffin,Christopher Berry,Michelle Tabora
Windsor Drive,2015,Natalie Bible',90,Color,Mystery|Thriller,USA,Outros,100000,NA,3.2,312,Tommy O'Reilly,Samaire Armstrong,Matt Cohen
Adulterers,2015,H.M. Coakley,91,Color,Crime|Drama|Thriller,USA,Outros,750000,NA,4.9,158,Mehcad Brooks,Steffinnie Phrommany,Danielle Savre
Walter,2015,Anna Mastro,94,Color,Comedy|Drama,USA,Outros,700000,NA,5.3,0,Leven Rambin,Justin Kirk,Virginia Madsen
Home,2015,Tim Johnson,94,Color,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,USA,Livre,135000000,177343675,6.7,26000,Jim Parsons,Matt Jones,April Winchell
America Is Still the Place,2015,Patrick Gilles,90,Color,History,USA,Outros,NA,NA,7.5,337,Emma Caulfield,Dylan Baker,Mike Colter
